ATTENDANCE,WAIT TIME,START OF 1 RIDE FOR ATTRACTION,ATTRACTION,ATTENDANCE 15 MIN,GUEST CARRIED,DATE,EXACT START RIDE 1,MEAN GUEST CARRIED,PEOPLE IN LINE,PEOPLE INSIDE ATTRACTION,BIN
44942.37144570541,5.0,2022-08-01 20:15:00,Superman Ride,27295.535646360608,0.0,2022-08-01,20:15:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,40.0,2022-08-01 18:30:00,Drop Tower,41987.6213450425,119.0,2022-08-01,18:30:00,100.05882352941177,167.0,100.0,"[165, 180)"
44942.37144570541,5.0,2022-08-01 10:45:00,Circus Train,1000.0303272697907,245.0,2022-08-01,10:45:00,254.77777777777777,0.0,255.0,"[0, 15)"
44942.37144570541,20.0,2022-08-01 12:00:00,Rapids Ride,1006.2376552559006,220.0,2022-08-01,12:00:00,201.5295294117647,67.0,202.0,"[60, 75)"
44942.37144570541,10.0,2022-08-01 20:30:00,Bungee Jump,25101.24671120005,269.0,2022-08-01,20:30:00,223.23529411764707,0.0,223.0,"[0, 15)"
44942.37144570541,35.0,2022-08-01 16:00:00,Inverted Coaster,27641.702968481128,243.0,2022-08-01,16:00:00,165.53846153846155,221.0,166.0,"[210, 225)"
44942.37144570541,5.0,2022-08-01 21:30:00,Inverted Coaster,17096.261807376497,0.0,2022-08-01,21:30:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,35.0,2022-08-01 10:15:00,Vertical Drop,1000.002294432668,251.0,2022-08-01,10:15:00,251.375,335.0,251.0,"[330, 345)"
44942.37144570541,25.0,2022-08-01 17:00:00,Free Fall,42119.48109595116,67.0,2022-08-01,17:00:00,59.388888888888886,40.0,59.0,"[30, 45)"
44942.37144570541,5.0,2022-08-01 11:00:00,Kiddie Coaster,1000.0993035118928,209.0,2022-08-01,11:00:00,229.22222222222223,0.0,229.0,"[0, 15)"
44942.37144570541,5.0,2022-08-01 16:15:00,Spiral Slide,32091.58185853619,18.0,2022-08-01,16:15:00,19.5,0.0,20.0,"[0, 15)"
44942.37144570541,5.0,2022-08-01 22:30:00,Free Fall,10848.568046298851,0.0,2022-08-01,22:30:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,15.0,2022-08-01 20:30:00,Haunted House,25101.24671120005,125.0,2022-08-01,20:30:00,138.5625,0.0,139.0,"[0, 15)"
44942.37144570541,10.0,2022-08-01 22:30:00,Drop Tower,10848.568046298851,0.0,2022-08-01,22:30:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,20.0,2022-08-01 15:00:00,Inverted Coaster,10890.53967179689,237.0,2022-08-01,15:00:00,172.64285714285714,58.0,173.0,"[45, 60)"
44942.37144570541,40.0,2022-08-01 22:00:00,Giant Wheel,13728.821183179054,355.0,2022-08-01,22:00:00,311.26666666666665,519.0,311.0,"[510, 525)"
44942.37144570541,35.0,2022-08-01 10:45:00,Roller Coaster,1000.0303272697907,24.0,2022-08-01,10:45:00,30.470588235294116,41.0,30.0,"[30, 45)"
44942.37144570541,40.0,2022-08-01 15:30:00,Drop Tower,18565.21316112409,84.0,2022-08-01,15:30:00,97.72222222222223,163.0,98.0,"[150, 165)"
44942.37144570541,25.0,2022-08-01 16:45:00,Bungee Jump,39515.229878048274,212.0,2022-08-01,16:45:00,209.64705882352942,140.0,210.0,"[135, 150)"
44942.37144570541,5.0,2022-08-01 18:00:00,Crazy Dance,44444.964974632734,0.0,2022-08-01,18:00:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,45.0,2022-08-01 13:45:00,Zipline,2085.0666381131123,80.0,2022-08-01,13:45:00,66.61111111111111,133.0,67.0,"[120, 135)"
44942.37144570541,20.0,2022-08-01 13:15:00,Spinning Coaster,1321.0300427296502,248.0,2022-08-01,13:15:00,288.3529411764706,96.0,288.0,"[90, 105)"
44942.37144570541,5.0,2022-08-01 09:30:00,Circus Train,1000.0000226352408,88.0,2022-08-01,09:30:00,105.3529411764706,0.0,105.0,"[0, 15)"
44942.37144570541,20.0,2022-08-01 12:15:00,Rapids Ride,1015.2505723729208,224.0,2022-08-01,12:15:00,199.562625,67.0,200.0,"[60, 75)"
44942.37144570541,30.0,2022-08-01 14:30:00,Bungee Jump,5690.641149876816,187.0,2022-08-01,14:30:00,202.44444444444446,202.0,202.0,"[195, 210)"
44942.37144570541,35.0,2022-08-01 16:45:00,Drop Tower,39515.229878048274,100.0,2022-08-01,16:45:00,99.52941176470588,133.0,100.0,"[120, 135)"
44942.37144570541,15.0,2022-08-01 13:30:00,Superman Ride,1605.0142697920946,148.0,2022-08-01,13:30:00,166.64705882352942,0.0,167.0,"[0, 15)"
44942.37144570541,20.0,2022-08-01 16:00:00,Dizzy Dropper,27641.702968481128,138.0,2022-08-01,16:00:00,97.5,32.0,98.0,"[30, 45)"
44942.37144570541,15.0,2022-08-01 22:00:00,Spinning Coaster,13728.821183179054,270.0,2022-08-01,22:00:00,208.38888888888889,0.0,208.0,"[0, 15)"
44942.37144570541,35.0,2022-08-01 20:45:00,Zipline,22968.160564521742,56.0,2022-08-01,20:45:00,63.0625,84.0,63.0,"[75, 90)"
44942.37144570541,10.0,2022-08-01 11:30:00,Superman Ride,1000.8838446885331,121.0,2022-08-01,11:30:00,170.16666666666666,0.0,170.0,"[0, 15)"
44942.37144570541,10.0,2022-08-01 22:00:00,Flying Coaster,13728.821183179054,284.0,2022-08-01,22:00:00,244.83333333333334,0.0,245.0,"[0, 15)"
44942.37144570541,-0.0,2022-08-01 20:45:00,Giga Coaster,22968.160564521742,0.0,2022-08-01,20:45:00,0.0,0.0,0.0,"[0, 15)"
44942.37144570541,10.0,2022-08-01 18:00:00,Flying Coaster,44444.964974632734,570.0,2022-08-01,18:00:00,541.6111111111111,0.0,542.0,"[0, 15)"
